id,level,category,subcategory,stem,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,answerIndex,explanation,difficulty,image,importedAt
q0116,1,Ethics,Standards of Professional Conduct,A candidate posts exam questions remembered from the morning session on social media. This is MOST likely a violation of:,Confidentiality of the CFA Program,Independence and Objectivity,Prudence,Market Manipulation,Market Manipulation,0,A,Sharing exam content violates the CFA Program confidentiality policy and Standards regarding misconduct.,2,,2026-01-20T07:12:33.515Z
q0678,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,subventionne automatiquement les consommateurs.,limite directement la quantité importée plutôt que de taxer le prix.,garantit des recettes fiscales supérieures à un tarif.,augmente toujours le surplus des consommateurs.,augmente toujours le surplus des consommateurs.,1,B,,4,,2026-01-19T23:10:30.150Z
q0629,1,Economics,LM6: International Trade,Une subvention à l’export (export subsidy) tend à :,augmenter les exportations et réduire la quantité disponible domestiquement.,ne jamais coûter au budget public.,baisser les prix domestiques à coup sûr.,réduire les exportations.,réduire les exportations.,0,A,,3,,2026-01-19T23:10:30.148Z
q0960,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",il n’existe aucune interprétation possible.,la devise étrangère est à forward premium (ou la domestique à forward discount).,la devise étrangère est à forward discount (toujours).,le marché est forcément en arbitrage permanent.,le marché est forcément en arbitrage permanent.,1,B,,2,,2026-01-19T23:10:28.956Z
q0510,1,Financial Reporting & Analysis,Depreciation,"An asset costs 200,000 with salvage value 25,000 and useful life 5 years. Straight-line depreciation per year is closest to:","35,000","42,000","28,000","40,000","40,000",0,A,Straight-line depreciation = (Cost − Salvage)/Life.,2,,2026-01-20T07:12:33.526Z
q0845,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,augmenter automatiquement le solde commercial.,rendre les exportations plus chères et les importations moins chères.,rendre les exportations moins chères.,ne pas affecter les flux commerciaux.,ne pas affecter les flux commerciaux.,1,B,,1,,2026-01-19T23:10:28.952Z
q0447,1,Quantitative Methods,Rates and Returns,"An investment has annual returns of 7.00%, -10.00%, and 11.00% over three years. The geometric mean annual return is closest to:",2.25%,2.67%,2.30%,6.89%,6.89%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,,2026-01-20T07:12:33.524Z
q0141,1,Quantitative Methods,Hypothesis Testing,"In hypothesis testing, the significance level α = 0.1 is BEST interpreted as the:",Probability of rejecting a true null hypothesis (Type I error),Probability of failing to reject a false null hypothesis (Type II error),Probability that the null hypothesis is true,Power of the test,Power of the test,0,A,α is the Type I error rate: P(reject H0 | H0 true).,2,q0141_q0141.png,2026-01-20T07:12:33.516Z
q0584,1,Fixed Income,Duration,"A bond portfolio has modified duration of 6.2. If yields rise by 50 bps, the approximate percentage price change is closest to:",-3.10%,3.10%,-2.48%,-3.72%,-3.72%,0,A,Approx %ΔP ≈ −ModDur × Δy.,3,,2026-01-20T07:12:33.527Z
q0835,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,augmenter automatiquement le solde commercial.,rendre les exportations moins chères.,rendre les exportations plus chères et les importations moins chères.,ne pas affecter les flux commerciaux.,ne pas affecter les flux commerciaux.,2,C,,2,,2026-01-19T23:10:28.951Z
q0361,1,Fixed Income,Duration and Convexity,"Compared with a bond with lower convexity, a bond with higher convexity will generally:",Gain more when yields fall and lose less when yields rise (for small changes),Lose more when yields rise and gain less when yields fall,Have no price sensitivity,Have lower duration by definition,Have lower duration by definition,0,A,Higher convexity improves price response for yield changes (curvature).,4,,2026-01-20T07:12:33.522Z
q0034,1,Quantitative Methods,Statistical Measures of Asset Returns,"Consider the mean monthly return and the standard deviation for three industry sectors, as shown in Exhibit 2: Exhibit 2: Mean Monthly Return and Standard Deviations Sector Mean Monthly Return (%) Standard Deviation of Return (%) Utilities (UTIL) 2.10 1.23 Materials (MATR) 1.25 1.35 Industrials (INDU) 3.01 1.52 Based on the coefficient of variation (CV), the riskiest sector is:",utilities.,materials.,industrials.,1,,,B,"The CV is the ratio of the standard deviation to the mean, where a higher CV implies greater risk per unit of return. ​CV​ UTIL​ = ​ s _ ​ _ X ​ ​ = ​ 1.23% _ 2.10% ​ = 0.59​, ​CV​ MATR​ = ​ s _ ​ _ X ​ ​ = ​ 1.35% _ 1.25% ​ = 1.08​, ​CV​ INDU​ = ​ s _ ​ _ X ​ ​ = ​ 1.52% _ 3.01% ​ = 0.51​.",1,,2026-01-20T07:12:33.512Z
q0871,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",de grandes banques qui cotent des prix et font le market making.,des entreprises non financières qui paient des salaires.,des autorités fiscales.,des ménages touristes uniquement.,des ménages touristes uniquement.,0,A,,1,,2026-01-19T23:10:28.953Z
q0815,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,augmenter automatiquement le solde commercial.,ne pas affecter les flux commerciaux.,rendre les exportations plus chères et les importations moins chères.,rendre les exportations moins chères.,rendre les exportations moins chères.,2,C,,2,,2026-01-19T23:10:28.950Z
q0313,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1400 and is expected to generate 400 per year for 4 years. If the discount rate is 8.00%, the NPV is closest to:",-75,25,-175,75,75,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.521Z
q0181,1,Equity Investments,Dividends,"If a firm increases its payout ratio, holding other factors constant, the sustainable growth rate MOST likely:",Decreases,Increases,Is unchanged,Becomes equal to ROE,Becomes equal to ROE,0,A,Sustainable growth = ROE × (1 − payout).,3,,2026-01-20T07:12:33.517Z
q0554,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if D1=2.00, r=9.00%, and g=3.00%, the stock’s intrinsic value is closest to:",33.33,28.33,38.33,22.22,22.22,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.527Z
q0754,1,Economics,LM7: Capital Flows and the FX Market,Un currency board se caractérise typiquement par :,une absence de réserves de change.,une politique monétaire totalement discrétionnaire.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,un taux de change fixé mais sans engagement.,un taux de change fixé mais sans engagement.,2,C,,2,,2026-01-19T23:10:30.152Z
q0701,1,Economics,LM6: International Trade,Un coût classique du protectionnisme est :,un accroissement automatique de la concurrence.,une perte sèche (inefficience) et des prix plus élevés pour les consommateurs.,une hausse certaine de la productivité mondiale.,une suppression des rentes domestiques.,une suppression des rentes domestiques.,1,B,,2,,2026-01-19T23:10:30.150Z
q0102,1,Quantitative Methods,Simple Linear Regression,"Using information from Exhibit 2, the 99 percent prediction interval for Amtex share return for Month 37 is best described as:",ˆ Y ​ f​ ± 0.0053​.,ˆ Y ​ f​ ± 0.0469​.,"ˆ Y ​ f​ ± 0.1279​. The following information relates to questions 35-38 Espey Jones is examining the relation between the net profit margin (NPM) of companies, in percent, and their fixed asset turnover (FATO). He collected a sample of 35 companies for the most recent fiscal year and fit several different functional forms, settling on the following model: ​ln(NPM​ i​ ) = ​b​ 0​ + ​b​ 1​ ​FATO​ i​.​ The results of this estimation are provided in Exhibit 1. Exhibit 1: Results of Regressing NPM on FATO Source df Sum of Squares Mean Square F p-Value Regression 102.9152 102.9152 1,486.7079 0.0000 Residual 2.2152 0.0692 Total 105.1303 Coefficients Standard Error t- Statistic p-Value Intercept 0.5987 0.0561 10.6749 0.0000 FATO 0.2951 0.0077 38.5579 0.0000",2,,,C,"The predicted share return is 0.0095 + [0.2354 × (−0.01)] = 0.0071. The lower limit for the prediction interval is 0.0071 − (2.728 × 0.0469) = −0.1208, and the upper limit for the prediction interval is 0.0071 + (2.728 × 0.0469) = 0.1350. A is incorrect because the bounds of the interval should be based on the standard error of the forecast and the critical t-value, not on the mean of the dependent variable.",1,,2026-01-20T07:12:33.515Z
q0343,1,Equity Investments,CAPM and Beta,"If Rf=3.00% and E(Rm)=10.00%, a stock with β=0.8 has CAPM expected return closest to:",8.60%,10.00%,10.00%,9.60%,9.60%,0,A,CAPM: E(Ri)=Rf+βi(E(Rm)−Rf).,3,q0343_q0343.png,2026-01-20T07:12:33.521Z
q0647,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,baisser le prix intérieur et augmenter les importations.,augmenter le prix intérieur et réduire la quantité importée.,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,ne pas affecter l’offre domestique.,1,B,,1,,2026-01-19T23:10:30.148Z
q0033,1,Quantitative Methods,Statistical Measures of Asset Returns,"The target semideviation of the returns over the 10 years, if the target is 2 per- cent, is closest to:",1.42 percent.,1.50 percent.,2.01 percent.,1,,,B,"The target semideviation of the returns over the 10 years with a tar- get of 2 percent is calculated as follows: Year Return Deviation Squared below Target of 2% 4.5% 6.0% 1.5% 0.000025 −2.0% 0.001600 0.0% 0.000400 4.5% 3.5% 2.5% 5.5% 4.0% Sum 0.002025 The target semideviation is the square root of the sum of the squared deviations from the target, divided by n − 1: sTarget = ​√ _ ​ 0.002025 _ ​(10 − 1)​ ​ ​ = 1.5%.",1,,2026-01-20T07:12:33.512Z
q0478,1,Economics,Elasticity,"Quantity demanded changes from 180 to 210 when price changes from 15 to 18. Using the midpoint method, elasticity of demand is closest to:",0.85,0.85,0.42,1.27,1.27,0,A,Midpoint elasticity = (ΔQ/avg Q)/(ΔP/avg P). Demand elasticity is typically negative.,4,,2026-01-20T07:12:33.525Z
q0169,1,Corporate Finance,Dividend Policy,"In a perfect capital market (no taxes, no transaction costs), dividend policy is BEST described as:",Irrelevant to firm value,Always increases firm value,Always decreases firm value,Determined solely by bondholders,Determined solely by bondholders,0,A,Dividend irrelevance: payout does not affect value under ideal conditions.,3,,2026-01-20T07:12:33.517Z
q0919,1,Economics,LM8: Exchange Rate Calculations,Un arbitrage FX « covered » implique typiquement :,conversion spot → placement → re-conversion via forward pour éliminer le risque FX.,acheter uniquement une action étrangère sans couverture.,fixer des quotas d’importation.,changer la base monétaire via taxes.,changer la base monétaire via taxes.,0,A,,4,,2026-01-19T23:10:28.955Z
q0113,1,Ethics,Standards of Professional Conduct,A member accepts a valuable gift from a broker in exchange for directing trades. The member should MOST appropriately:,Disclose the arrangement to the employer and obtain consent,Accept the gift if performance is not affected,Decline disclosure if the gift is customary,Direct trades to the broker only for personal accounts,Direct trades to the broker only for personal accounts,0,A,"Conflicts of interest must be disclosed to the employer and, where required, consent obtained.",3,,2026-01-20T07:12:33.515Z
q0882,1,Economics,LM8: Exchange Rate Calculations,Spot = 0.93131 et forward points = -0.00564. Le forward rate (approx.) est :,0.92567,0.92605,0.93696,0.93131,0.93131,0,A,,2,,2026-01-19T23:10:28.953Z
q0564,1,Equity Investments,Growth and Returns,A firm has ROE of 10.00% and payout ratio of 50.00%. Its sustainable growth rate is closest to:,5.00%,6.00%,4.00%,10.00%,10.00%,0,A,Sustainable growth = ROE × (1 − payout ratio).,3,,2026-01-20T07:12:33.527Z
q0317,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1300 and is expected to generate 550 per year for 4 years. If the discount rate is 8.00%, the NPV is closest to:",522,622,422,-522,-522,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.521Z
q0738,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,garantit des recettes fiscales supérieures à un tarif.,subventionne automatiquement les consommateurs.,augmente toujours le surplus des consommateurs.,limite directement la quantité importée plutôt que de taxer le prix.,limite directement la quantité importée plutôt que de taxer le prix.,3,D,,4,,2026-01-19T23:10:30.152Z
q0333,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if next year’s dividend D1=2.00, required return r=10.00%, and growth g=3.00%, intrinsic value is closest to:",28.57,22.86,34.29,20,20,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.521Z
q0331,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if next year’s dividend D1=2.50, required return r=10.00%, and growth g=4.00%, intrinsic value is closest to:",41.67,33.33,50,25,25,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.521Z
q0667,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,augmenter le prix intérieur et réduire la quantité importée.,baisser le prix intérieur et augmenter les importations.,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,ne pas affecter l’offre domestique.,0,A,,2,,2026-01-19T23:10:30.149Z
q0467,1,Economics,Currency Exchange Rates,"If EUR/USD = 1.15 and USD/JPY = 150.0, the implied EUR/JPY is closest to:",172.5,130.4,0.0077,179.5,179.5,0,A,Cross rate: EUR/JPY = (EUR/USD)×(USD/JPY).,3,,2026-01-20T07:12:33.525Z
q0063,1,Quantitative Methods,Hypothesis Testing,Which of the following tests should be used to test the difference between the variances of two normally distributed populations with random independent samples?,t-test,F-test,Paired comparisons test,1,,,B,An F-test is used to conduct tests concerning the difference between the variances of two normally distributed populations with random independent samples.,1,q0063_q0063.png,2026-01-20T07:12:33.513Z
q0094,1,Quantitative Methods,Simple Linear Regression,"Based on Liu’s regression results in Exhibit 2, the F-statistic for testing whether the slope coefficient is equal to zero is closest to:",−2.2219.,3.5036.,"4.9367. The following information relates to questions 27-29 Doug Abitbol is a portfolio manager for Polyi Investments, a hedge fund that trades in the United States. Abitbol manages the hedge fund with the help of Robert Olabudo, a junior portfolio manager. Abitbol looks at economists’ inflation forecasts and would like to examine the Simple Linear Regression relationship between the US Consumer Price Index (US CPI) consensus forecast and the actual US CPI using regression analysis. Olabudo estimates regression coefficients to test whether the consensus forecast is unbiased. If the consensus forecasts are unbiased, the intercept should be 0.0 and the slope will be equal to 1.0. Regression results are presented in Exhibit 1. Additionally, Olabudo calcu- lates the 95 percent prediction interval of the actual CPI using a US CPI consen- sus forecast of 2.8. Exhibit 1: Regression Output: Estimating US CPI Regression Statistics R2 0.9859 Standard error of estimate 0.0009 Observations Coefficients Standard Error t-Statistic Intercept 0.0001 0.0002 0.5000 US CPI consensus forecast 0.9830 0.0155 63.4194 Notes:",2,,,C,The calculation is ​F = ​ Mean square regression __________________ Mean square error ​ = ​ 38.4404 _ 7.7867 ​ = 4.9367​.,1,q0094_q0094.png,2026-01-20T07:12:33.514Z
q0412,1,Quantitative Methods,Time Value of Money,"What is the future value of 1,250 invested today at 6.00% for 5 years, compounded annually?","1,672.78","1,625.00","1,578.10","1,773.15","1,773.15",0,A,FV = PV × (1+r)^n.,2,q0412_q0412.png,2026-01-20T07:12:33.523Z
q0812,1,Economics,LM7: Capital Flows and the FX Market,Une cotation A/B signifie généralement :,"nombre d’unités de A (price) pour 1 unité de B (base), selon la convention.","nombre d’unités de B pour 1 unité de A, sans exception.",taux d’intérêt de A moins celui de B.,parité de pouvoir d’achat.,parité de pouvoir d’achat.,0,A,,2,,2026-01-19T23:10:28.950Z
q0165,1,Corporate Finance,Cost of Capital,"A firm targets 60% equity and 40% debt. If Re=12%, Rd=6%, and the tax rate=25%, WACC is closest to:",9.00%,8.40%,9.60%,10.20%,10.20%,0,A,WACC = 0.6×0.12 + 0.4×0.06×(1−0.25) = 0.090 (9.0%).,3,,2026-01-20T07:12:33.517Z
q0626,1,Economics,LM6: International Trade,Le principe de l’avantage comparatif implique que :,le commerce est impossible si les productivités diffèrent.,un pays se spécialise dans le bien au plus faible coût d’opportunité.,les tarifs augmentent toujours le bien-être mondial.,un pays exporte seulement s’il a l’avantage absolu sur tous les biens.,un pays exporte seulement s’il a l’avantage absolu sur tous les biens.,1,B,,2,q0626_q0626.png,2026-01-19T23:10:30.148Z
q0681,1,Economics,LM6: International Trade,Un coût classique du protectionnisme est :,une perte sèche (inefficience) et des prix plus élevés pour les consommateurs.,une suppression des rentes domestiques.,une hausse certaine de la productivité mondiale.,un accroissement automatique de la concurrence.,un accroissement automatique de la concurrence.,0,A,,2,,2026-01-19T23:10:30.150Z
q0839,1,Economics,LM7: Capital Flows and the FX Market,Une intervention de la banque centrale sur le FX market vise souvent à :,fixer le budget public.,influencer le taux de change (niveau/volatilité) via achats/ventes de devises.,définir la productivité du travail.,contrôler les prix de toutes les actions.,contrôler les prix de toutes les actions.,1,B,,2,,2026-01-19T23:10:28.952Z
q0215,1,Ethics,Standards of Professional Conduct,A member discloses a potential conflict in a footnote that is difficult to find. Disclosure is MOST appropriate when it is:,Prominent and understandable,Technical and lengthy,Omitted if small,Only oral,Only oral,0,A,"Disclosures should be clear, prominent, and in plain language so users can assess conflicts.",2,,2026-01-20T07:12:33.518Z
q0850,1,Economics,LM7: Capital Flows and the FX Market,Une cotation est dite « indirecte » du point de vue domestique quand :,la devise domestique est au numérateur.,elle ne peut pas être inversée.,la devise domestique est la devise de base (au dénominateur).,elle est toujours exprimée en pourcentage.,elle est toujours exprimée en pourcentage.,2,C,,3,,2026-01-19T23:10:28.952Z
q0482,1,Financial Reporting & Analysis,Ratios,A firm reports current assets of 520 and current liabilities of 550. Its current ratio is closest to:,0.95,1.35,0.55,-0.05,-0.05,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.525Z
q0694,1,Economics,LM6: International Trade,Le commerce international peut accroître le bien-être car il :,supprime l’innovation.,permet une spécialisation et une consommation au-delà de la PPF domestique.,force chaque pays à produire tous les biens.,réduit toujours la variété des biens.,réduit toujours la variété des biens.,1,B,,1,,2026-01-19T23:10:30.150Z
q0603,1,Economics,LM5: Introduction to Geopolitics,Une institution internationale qui vise la stabilité financière globale est le plus souvent :,l’OPEP (cartel pétrolier).,une bourse locale.,le FMI (International Monetary Fund).,une banque commerciale.,une banque commerciale.,2,C,,1,,2026-01-19T23:10:30.147Z
q0119,1,Quantitative Methods,Rates and Returns,"An investment earns returns of 8.00% , -5.00% , and 7.00% over three consecutive years. The geometric mean annual return is closest to:",3.16%,3.33%,3.26%,9.78%,9.78%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,q0119_q0119.png,2026-01-20T07:12:33.515Z
q0005,1,Quantitative Methods,Rates and Returns,Which of the following statements regarding arithmetic and geometric means is correct?,The geometric mean will exceed the arithmetic mean for a series with non-zero variance.,The geometric mean measures an investment’s compound rate of growth over multiple periods.,The arithmetic mean measures an investment’s terminal value over multiple periods.,1,,,B,"The geometric mean compounds the periodic returns of every period, giving the investor a more accurate measure of the terminal value of an investment.",1,q0005_q0005.png,2026-01-20T07:12:33.510Z
q0673,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,interdiction des IDE.,monnaie unique obligatoire.,tarif extérieur commun obligatoire.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.","suppression des barrières entre membres, mais politique extérieure propre à chacun.",3,D,,1,,2026-01-19T23:10:30.149Z
q0548,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if D1=1.50, r=10.00%, and g=3.00%, the stock’s intrinsic value is closest to:",21.43,18.21,24.64,15,15,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.527Z
q0223,1,Ethics,Standards of Professional Conduct,A member is asked to perform analysis outside their competence. The member should:,Seek help or decline until competent,Proceed and disclose lack of expertise,Copy another analyst’s work without attribution,Rely on intuition,Rely on intuition,0,A,Members should not misrepresent capabilities; they should obtain assistance or develop competence.,2,,2026-01-20T07:12:33.518Z
q0373,1,Derivatives,Options,The payoff of a long call option at expiration is:,"max(S−K, 0)","max(K−S, 0)",S+K,K+S,K+S,0,A,"A long call pays off when the underlying price exceeds the strike: max(S−K,0).",1,q0373_q0373.png,2026-01-20T07:12:33.522Z
q0430,1,Quantitative Methods,Time Value of Money,"What is the present value of 4,000 received in 8 years, discounted at 6.00% compounded annually?","2,509.65","2,660.23","2,258.68","2,760.61","2,760.61",0,A,PV = FV/(1+r)^n.,3,q0430_q0430.png,2026-01-20T07:12:33.524Z
q0236,1,Quantitative Methods,Time Value of Money,"What is the future value of 2500 invested today at 6.00% for 3 years, compounded annually?","2,977.54","2,950.00","2,809.00","3,156.19","3,156.19",0,A,FV = PV × (1+r)^n.,2,q0236_q0236.png,2026-01-20T07:12:33.519Z
q0966,1,Economics,LM8: Exchange Rate Calculations,On a CAD/USD = 1.4019 et USD/EUR = 1.0487. Le cross-rate CAD/EUR (approx.) vaut :,1.4408,1.4996,1.4702,1.3367,1.3367,2,C,,3,,2026-01-19T23:10:28.956Z
q0613,1,Economics,LM5: Introduction to Geopolitics,Une institution internationale qui vise la stabilité financière globale est le plus souvent :,une bourse locale.,une banque commerciale.,l’OPEP (cartel pétrolier).,le FMI (International Monetary Fund).,le FMI (International Monetary Fund).,3,D,,1,,2026-01-19T23:10:30.147Z
q0637,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,supprimer la perte sèche (deadweight loss).,augmenter le prix intérieur et réduire la quantité importée.,baisser le prix intérieur et augmenter les importations.,ne pas affecter l’offre domestique.,ne pas affecter l’offre domestique.,1,B,,3,,2026-01-19T23:10:30.148Z
q0104,1,Quantitative Methods,Simple Linear Regression,The standard error of the estimate is closest to:,0.2631.,1.7849.,38.5579.,0,,,A,"The standard error is the square root of the mean square error, or ​ √ _ 0.0692 ​ = 0.2631​.",1,,2026-01-20T07:12:33.515Z
q0439,1,Quantitative Methods,Time Value of Money,"What is the present value of an ordinary annuity paying 350 per year for 6 years, discounted at 7.00%?","1,668.29","1,501.46","1,835.12","2,100.00","2,100.00",0,A,PV of ordinary annuity = PMT × [1 − (1+r)^(−n)]/r.,4,q0439_q0439.png,2026-01-20T07:12:33.524Z
q0036,1,Quantitative Methods,Practice Problems,"The probability distribution for a company’s sales is: Probability Sales (USD, millions) 0.05 0.70 0.25 The standard deviation of sales is closest to which of the following?",USD9.81 million.,USD12.20 million.,USD32.40 million.,0,,,A,"The analyst must first calculate expected sales as 0.05 × USD70 + 0.70 × USD40 + 0.25 × USD25 = USD3.50 million + USD28.00 million + USD6.25 million = USD37.75 million. After calculating expected sales, we can calculate the variance of sales: σ2 (Sales) = P(USD70)[USD70 – E(Sales)]2 + P(USD40)[USD40 – E(Sales)]2 + P(USD25) [USD25 – E(Sales)]2 = 0.05(USD70 – 37.75)2 + 0.70(USD40 – 37.75)2 + 0.25(USD25 – 37.75)2 = USD52.00 million + USD3.54 million + USD40.64 million = USD96.18 million. The standard deviation of sales is thus σ = (USD96.18)1/2 = USD9.81 million.",1,,2026-01-20T07:12:33.512Z
q0724,1,Economics,LM6: International Trade,Le commerce international peut accroître le bien-être car il :,force chaque pays à produire tous les biens.,supprime l’innovation.,permet une spécialisation et une consommation au-delà de la PPF domestique.,réduit toujours la variété des biens.,réduit toujours la variété des biens.,2,C,,1,,2026-01-19T23:10:30.151Z
q0414,1,Quantitative Methods,Time Value of Money,"What is the future value of 1,000 invested today at 8.00% for 8 years, compounded annually?","1,850.93","1,640.00","1,713.82","1,999.00","1,999.00",0,A,FV = PV × (1+r)^n.,2,q0414_q0414.png,2026-01-20T07:12:33.523Z
q0570,1,Fixed Income,Bond Pricing,"A 4-year annual-pay bond has par 1,000 and coupon rate 3.50%. If YTM is 4.00%, the bond’s price is closest to:",981.85,"1,021.12",942.58,"1,000.00","1,000.00",0,A,Price is the PV of coupons and principal discounted at YTM.,4,q0570_q0570.png,2026-01-20T07:12:33.527Z
q0066,1,Quantitative Methods,Hypothesis Testing,"An analyst is examining the monthly returns for two funds over one year. Both funds’ returns are non-normally distributed. To test whether the mean return of one fund is greater than the mean return of the other fund, the analyst can use:",a parametric test only.,a nonparametric test only.,both parametric and nonparametric tests.,1,,,B,"There are only 12 (monthly) observations over the one year of the sample and thus the samples are small. Additionally, the funds’ returns are non-normally distributed. Therefore, the samples do not meet the distributional assumptions for a parametric test.",1,q0066_q0066.png,2026-01-20T07:12:33.513Z
q0855,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,rendre les exportations moins chères.,rendre les exportations plus chères et les importations moins chères.,augmenter automatiquement le solde commercial.,ne pas affecter les flux commerciaux.,ne pas affecter les flux commerciaux.,1,B,,2,,2026-01-19T23:10:28.952Z
q0596,1,Derivatives,Options,The payoff of a long call option at expiration is:,"max(S−K, 0)","max(K−S, 0)",S+K,K+S,K+S,0,A,"A long call payoff is max(S−K, 0).",1,q0596_q0596.png,2026-01-20T07:12:33.528Z
q0704,1,Economics,LM6: International Trade,Le commerce international peut accroître le bien-être car il :,permet une spécialisation et une consommation au-delà de la PPF domestique.,réduit toujours la variété des biens.,force chaque pays à produire tous les biens.,supprime l’innovation.,supprime l’innovation.,0,A,,1,,2026-01-19T23:10:30.150Z
q0674,1,Economics,LM6: International Trade,Le commerce international peut accroître le bien-être car il :,force chaque pays à produire tous les biens.,permet une spécialisation et une consommation au-delà de la PPF domestique.,réduit toujours la variété des biens.,supprime l’innovation.,supprime l’innovation.,1,B,,1,,2026-01-19T23:10:30.149Z
q0249,1,Quantitative Methods,Probability Concepts,"Event A has probability 0.2. If P(B|A)=0.6 and P(B|not A)=0.1, what is P(A|B) closest to?",0.6,0.2,0.12,0.7,0.7,0,A,"Bayes’ rule: P(A|B)=P(B|A)P(A)/P(B), where P(B)=P(B|A)P(A)+P(B|¬A)P(¬A).",4,,2026-01-20T07:12:33.519Z
q0054,1,Quantitative Methods,Hypothesis Testing,Which of the following best describes a Type I error?,Rejecting a true null hypothesis,Rejecting a false null hypothesis,Failing to reject a false null hypothesis,0,,,A,The definition of a Type I error is when a true null hypothesis is rejected.,1,q0054_q0054.png,2026-01-20T07:12:33.513Z
q0088,1,Quantitative Methods,Simple Linear Regression,"Based on Exhibit 1 and Exhibit 2, the correlation between the debt ratio and the short interest ratio is closest to:",−0.3054.,0.0933.,0.3054.,0,,,A,"In simple regression, the R2 is the square of the pairwise correlation. Because the slope coefficient is negative, the correlation is the negative of the square root of 0.0933, or −0.3055.",1,q0088_q0088.png,2026-01-20T07:12:33.514Z
q0927,1,Economics,LM8: Exchange Rate Calculations,Une forward premium (en points) représente :,le taux d’inflation annuel.,le spread bid-ask.,la volatilité implicite de l’action.,"l’écart entre forward et spot, souvent exprimé en pips/swap points.","l’écart entre forward et spot, souvent exprimé en pips/swap points.",3,D,,1,,2026-01-19T23:10:28.955Z
q0777,1,Economics,LM7: Capital Flows and the FX Market,Les contrôles de capitaux (capital restrictions) visent le plus souvent à :,remplacer la fiscalité.,limiter certains flux transfrontaliers pour stabiliser la balance ou le change.,augmenter automatiquement le commerce de services.,supprimer tout risque de crédit bancaire.,supprimer tout risque de crédit bancaire.,1,B,,4,,2026-01-19T23:10:30.153Z
q0443,1,Quantitative Methods,Time Value of Money,"What is the present value of an ordinary annuity paying 500 per year for 4 years, discounted at 4.00%?","1,814.95","1,633.45","1,996.44","2,000.00","2,000.00",0,A,PV of ordinary annuity = PMT × [1 − (1+r)^(−n)]/r.,4,q0443_q0443.png,2026-01-20T07:12:33.524Z
q0619,1,Economics,LM5: Introduction to Geopolitics,Quel impact investissement est le plus plausible lors d’un choc géopolitique majeur ?,Hausse automatique des dividendes.,Baisse certaine de tous les spreads de crédit.,Disparition instantanée des primes de risque.,Rotation vers actifs refuges et hausse de la volatilité.,Rotation vers actifs refuges et hausse de la volatilité.,3,D,,4,,2026-01-19T23:10:30.147Z
q0321,1,Corporate Finance,Cost of Capital,"A firm targets 70% equity and 30% debt. If Re=10.00%, Rd=5.00%, and tax rate=30%, WACC is closest to:",8.05%,8.50%,9.05%,7.05%,7.05%,0,A,WACC = wE×Re + wD×Rd×(1−Tax).,3,,2026-01-20T07:12:33.521Z
